game_ended,height,width,frame_num,score,num_balls,ball_coordinates,paddle_height,paddle_top_coordinate
False,39,75,180,2,1,"[(46, 24)]",9,"(1, 21)"
False,39,75,181,2,1,"[(48, 23)]",9,"(1, 19)"
False,39,75,182,2,1,"[(50, 23)]",9,"(1, 19)"
False,39,75,183,2,1,"[(51, 22)]",9,"(1, 19)"
False,39,75,184,2,1,"[(53, 21)]",9,"(1, 17)"
False,39,75,185,2,1,"[(55, 20)]",9,"(1, 17)"
False,39,75,186,2,1,"[(56, 20)]",9,"(1, 15)"
False,39,75,187,2,1,"[(58, 19)]",9,"(1, 17)"
False,39,75,188,2,1,"[(60, 19)]",9,"(1, 15)"
False,39,75,189,2,1,"[(62, 18)]",9,"(1, 15)"
False,39,75,190,2,1,"[(63, 17)]",9,"(1, 13)"
False,39,75,191,2,1,"[(65, 17)]",9,"(1, 13)"
False,39,75,192,2,1,"[(67, 16)]",9,"(1, 13)"
False,39,75,193,2,1,"[(68, 16)]",9,"(1, 11)"
False,39,75,194,2,1,"[(70, 15)]",9,"(1, 13)"
False,39,75,195,2,1,"[(72, 15)]",9,"(1, 11)"
False,39,75,196,2,1,"[(73, 14)]",9,"(1, 11)"
False,39,75,197,2,1,"[(74, 14)]",9,"(1, 9)"
False,39,75,198,2,1,"[(72, 14)]",9,"(1, 11)"
False,39,75,199,2,1,"[(71, 13)]",9,"(1, 9)"
False,39,75,200,2,1,"[(69, 13)]",9,"(1, 9)"
False,39,75,201,2,1,"[(67, 12)]",9,"(1, 9)"
False,39,75,202,2,1,"[(65, 12)]",9,"(1, 7)"
False,39,75,203,2,1,"[(64, 12)]",9,"(1, 9)"
False,39,75,204,2,1,"[(62, 11)]",9,"(1, 7)"
False,39,75,205,2,1,"[(60, 11)]",9,"(1, 7)"
False,39,75,206,2,1,"[(59, 11)]",9,"(1, 7)"
False,39,75,207,2,1,"[(57, 11)]",9,"(1, 7)"
False,39,75,208,2,1,"[(55, 11)]",9,"(1, 7)"
False,39,75,209,2,1,"[(54, 10)]",9,"(1, 7)"
False,39,75,210,2,1,"[(52, 10)]",9,"(1, 5)"
False,39,75,211,2,1,"[(50, 10)]",9,"(1, 7)"
False,39,75,212,2,1,"[(48, 10)]",9,"(1, 5)"
False,39,75,213,2,1,"[(47, 10)]",9,"(1, 7)"
False,39,75,214,2,1,"[(45, 10)]",9,"(1, 5)"
False,39,75,215,2,1,"[(43, 10)]",9,"(1, 7)"
False,39,75,216,2,1,"[(42, 10)]",9,"(1, 5)"
False,39,75,217,2,1,"[(40, 10)]",9,"(1, 7)"
False,39,75,218,2,1,"[(38, 10)]",9,"(1, 5)"
False,39,75,219,2,1,"[(37, 10)]",9,"(1, 7)"
False,39,75,220,2,1,"[(35, 10)]",9,"(1, 5)"
False,39,75,221,2,1,"[(33, 10)]",9,"(1, 7)"
False,39,75,222,2,1,"[(31, 10)]",9,"(1, 5)"
False,39,75,223,2,1,"[(30, 10)]",9,"(1, 7)"
False,39,75,224,2,1,"[(28, 10)]",9,"(1, 5)"
False,39,75,225,2,1,"[(26, 10)]",9,"(1, 7)"
False,39,75,226,2,1,"[(25, 10)]",9,"(1, 5)"
False,39,75,227,2,1,"[(23, 10)]",9,"(1, 7)"
False,39,75,228,2,1,"[(21, 10)]",9,"(1, 5)"
False,39,75,229,2,1,"[(20, 11)]",9,"(1, 7)"
False,39,75,230,2,1,"[(18, 11)]",9,"(1, 7)"
False,39,75,231,2,1,"[(16, 11)]",9,"(1, 7)"
False,39,75,232,2,1,"[(14, 11)]",9,"(1, 7)"
False,39,75,233,2,1,"[(13, 12)]",9,"(1, 7)"
False,39,75,234,2,1,"[(11, 12)]",9,"(1, 9)"
False,39,75,235,2,1,"[(9, 12)]",9,"(1, 7)"
False,39,75,236,2,1,"[(8, 13)]",9,"(1, 9)"
False,39,75,237,2,1,"[(6, 13)]",9,"(1, 9)"
False,39,75,238,2,1,"[(4, 13)]",9,"(1, 9)"
False,39,75,239,2,1,"[(3, 14)]",9,"(1, 9)"
False,39,75,240,3,1,"[(2, 14)]",9,"(1, 11)"
False,39,75,241,3,1,"[(4, 15)]",9,"(1, 9)"
False,39,75,242,3,1,"[(6, 15)]",9,"(1, 11)"
False,39,75,243,3,1,"[(7, 16)]",9,"(1, 11)"
False,39,75,244,3,1,"[(9, 16)]",9,"(1, 13)"
False,39,75,245,3,1,"[(11, 17)]",9,"(1, 11)"
False,39,75,246,3,1,"[(12, 17)]",9,"(1, 13)"
False,39,75,247,3,1,"[(14, 18)]",9,"(1, 13)"
False,39,75,248,3,1,"[(16, 18)]",9,"(1, 15)"
False,39,75,249,3,1,"[(18, 19)]",9,"(1, 13)"
False,39,75,250,3,1,"[(19, 20)]",9,"(1, 15)"
False,39,75,251,3,1,"[(21, 20)]",9,"(1, 17)"
False,39,75,252,3,1,"[(23, 21)]",9,"(1, 15)"
False,39,75,253,3,1,"[(24, 22)]",9,"(1, 17)"
False,39,75,254,3,1,"[(26, 22)]",9,"(1, 19)"
False,39,75,255,3,1,"[(28, 23)]",9,"(1, 17)"
False,39,75,256,3,1,"[(29, 24)]",9,"(1, 19)"
False,39,75,257,3,1,"[(31, 25)]",9,"(1, 21)"
False,39,75,258,3,1,"[(33, 25)]",9,"(1, 21)"
False,39,75,259,3,1,"[(35, 26)]",9,"(1, 21)"
False,39,75,260,3,1,"[(36, 27)]",9,"(1, 23)"
False,39,75,261,3,1,"[(38, 28)]",9,"(1, 23)"
False,39,75,262,3,1,"[(40, 29)]",9,"(1, 25)"
False,39,75,263,3,1,"[(41, 30)]",9,"(1, 25)"
False,39,75,264,3,1,"[(43, 31)]",9,"(1, 27)"
False,39,75,265,3,1,"[(45, 32)]",9,"(1, 27)"
False,39,75,266,3,1,"[(46, 32)]",9,"(1, 29)"
False,39,75,267,3,1,"[(48, 33)]",9,"(1, 27)"
False,39,75,268,3,1,"[(50, 34)]",9,"(1, 29)"
False,39,75,269,3,1,"[(52, 35)]",9,"(1, 31)"
False,39,75,270,3,1,"[(53, 36)]",9,"(1, 31)"
False,39,75,271,3,1,"[(55, 37)]",9,"(1, 31)"
False,39,75,272,3,1,"[(57, 39)]",9,"(1, 31)"
False,39,75,273,3,1,"[(58, 39)]",9,"(1, 31)"
False,39,75,274,3,1,"[(60, 38)]",9,"(1, 31)"
False,39,75,275,3,1,"[(62, 37)]",9,"(1, 31)"
False,39,75,276,3,1,"[(63, 36)]",9,"(1, 31)"
False,39,75,277,3,1,"[(65, 35)]",9,"(1, 31)"
False,39,75,278,3,1,"[(67, 34)]",9,"(1, 31)"
False,39,75,279,3,1,"[(69, 33)]",9,"(1, 29)"
False,39,75,280,3,1,"[(70, 32)]",9,"(1, 29)"
False,39,75,281,3,1,"[(72, 31)]",9,"(1, 27)"
False,39,75,282,3,1,"[(74, 30)]",9,"(1, 27)"
False,39,75,283,3,1,"[(74, 29)]",9,"(1, 25)"
False,39,75,284,3,1,"[(72, 29)]",9,"(1, 25)"
False,39,75,285,3,1,"[(70, 28)]",9,"(1, 25)"
False,39,75,286,3,1,"[(69, 27)]",9,"(1, 23)"
False,39,75,287,3,1,"[(67, 26)]",9,"(1, 23)"
False,39,75,288,3,1,"[(65, 25)]",9,"(1, 21)"
False,39,75,289,3,1,"[(64, 24)]",9,"(1, 21)"
False,39,75,290,3,1,"[(62, 24)]",9,"(1, 19)"
False,39,75,291,3,1,"[(60, 23)]",9,"(1, 21)"
False,39,75,292,3,1,"[(58, 22)]",9,"(1, 19)"
False,39,75,293,3,1,"[(57, 21)]",9,"(1, 17)"
False,39,75,294,3,1,"[(55, 21)]",9,"(1, 17)"
False,39,75,295,3,1,"[(53, 20)]",9,"(1, 17)"
False,39,75,296,3,1,"[(52, 20)]",9,"(1, 15)"
False,39,75,297,3,1,"[(50, 19)]",9,"(1, 17)"
False,39,75,298,3,1,"[(48, 18)]",9,"(1, 15)"
False,39,75,299,3,1,"[(47, 18)]",9,"(1, 13)"
False,39,75,300,3,1,"[(45, 17)]",9,"(1, 15)"
False,39,75,301,3,1,"[(43, 17)]",9,"(1, 13)"
False,39,75,302,3,1,"[(41, 16)]",9,"(1, 13)"
False,39,75,303,3,1,"[(40, 16)]",9,"(1, 11)"
False,39,75,304,3,1,"[(38, 15)]",9,"(1, 13)"
False,39,75,305,3,1,"[(36, 15)]",9,"(1, 11)"
False,39,75,306,3,1,"[(35, 14)]",9,"(1, 11)"
False,39,75,307,3,1,"[(33, 14)]",9,"(1, 9)"
False,39,75,308,3,1,"[(31, 13)]",9,"(1, 11)"
False,39,75,309,3,1,"[(30, 13)]",9,"(1, 9)"
False,39,75,310,3,1,"[(28, 13)]",9,"(1, 9)"
False,39,75,311,3,1,"[(26, 12)]",9,"(1, 9)"
False,39,75,312,3,1,"[(24, 12)]",9,"(1, 7)"
False,39,75,313,3,1,"[(23, 12)]",9,"(1, 9)"
False,39,75,314,3,1,"[(21, 11)]",9,"(1, 7)"
False,39,75,315,3,1,"[(19, 11)]",9,"(1, 7)"
False,39,75,316,3,1,"[(18, 11)]",9,"(1, 7)"
False,39,75,317,3,1,"[(16, 11)]",9,"(1, 7)"
False,39,75,318,3,1,"[(14, 10)]",9,"(1, 7)"
False,39,75,319,3,1,"[(13, 10)]",9,"(1, 5)"
False,39,75,320,3,1,"[(11, 10)]",9,"(1, 7)"
False,39,75,321,3,1,"[(9, 10)]",9,"(1, 5)"
False,39,75,322,3,1,"[(7, 10)]",9,"(1, 7)"
False,39,75,323,3,1,"[(6, 10)]",9,"(1, 5)"
False,39,75,324,3,1,"[(4, 10)]",9,"(1, 7)"
False,39,75,325,3,1,"[(2, 10)]",9,"(1, 5)"
False,39,75,326,4,1,"[(2, 10)]",8,"(1, 8)"
False,39,75,327,4,1,"[(4, 10)]",8,"(1, 6)"
False,39,75,328,4,1,"[(6, 10)]",8,"(1, 8)"
False,39,75,329,4,1,"[(7, 10)]",8,"(1, 6)"
False,39,75,330,4,1,"[(9, 10)]",8,"(1, 8)"
False,39,75,331,4,1,"[(11, 10)]",8,"(1, 6)"
False,39,75,332,4,1,"[(13, 10)]",8,"(1, 8)"
False,39,75,333,4,1,"[(14, 10)]",8,"(1, 6)"
False,39,75,334,4,1,"[(16, 10)]",8,"(1, 8)"
False,39,75,335,4,1,"[(18, 10)]",8,"(1, 6)"
False,39,75,336,4,1,"[(19, 10)]",8,"(1, 8)"
False,39,75,337,4,1,"[(21, 10)]",8,"(1, 6)"
False,39,75,338,4,1,"[(23, 11)]",8,"(1, 8)"
False,39,75,339,4,1,"[(24, 11)]",8,"(1, 6)"
False,39,75,340,4,1,"[(26, 11)]",8,"(1, 8)"
False,39,75,341,4,1,"[(28, 11)]",8,"(1, 6)"
False,39,75,342,4,1,"[(30, 12)]",8,"(1, 8)"
False,39,75,343,4,1,"[(31, 12)]",8,"(1, 10)"
False,39,75,344,4,1,"[(33, 12)]",8,"(1, 8)"
False,39,75,345,4,1,"[(35, 13)]",8,"(1, 10)"
False,39,75,346,4,1,"[(36, 13)]",8,"(1, 8)"
False,39,75,347,4,1,"[(38, 13)]",8,"(1, 10)"
False,39,75,348,4,1,"[(40, 14)]",8,"(1, 8)"
False,39,75,349,4,1,"[(41, 14)]",8,"(1, 10)"
False,39,75,350,4,1,"[(43, 15)]",8,"(1, 12)"
False,39,75,351,4,1,"[(45, 15)]",8,"(1, 10)"
False,39,75,352,4,1,"[(47, 15)]",8,"(1, 12)"
False,39,75,353,4,1,"[(48, 16)]",8,"(1, 10)"
False,39,75,354,4,1,"[(50, 16)]",8,"(1, 12)"
False,39,75,355,4,1,"[(52, 17)]",8,"(1, 14)"
False,39,75,356,4,1,"[(53, 18)]",8,"(1, 12)"
False,39,75,357,4,1,"[(55, 18)]",8,"(1, 14)"
False,39,75,358,4,1,"[(57, 19)]",8,"(1, 16)"
False,39,75,359,4,1,"[(58, 19)]",8,"(1, 14)"
False,39,75,360,4,1,"[(60, 20)]",8,"(1, 16)"
False,39,75,361,4,1,"[(62, 21)]",8,"(1, 18)"
False,39,75,362,4,1,"[(64, 21)]",8,"(1, 16)"
False,39,75,363,4,1,"[(65, 22)]",8,"(1, 18)"
False,39,75,364,4,1,"[(67, 23)]",8,"(1, 20)"
False,39,75,365,4,1,"[(69, 23)]",8,"(1, 18)"
False,39,75,366,4,1,"[(70, 24)]",8,"(1, 20)"
False,39,75,367,4,1,"[(72, 25)]",8,"(1, 22)"
False,39,75,368,4,1,"[(74, 26)]",8,"(1, 20)"
False,39,75,369,4,1,"[(74, 27)]",8,"(1, 22)"
False,39,75,370,4,1,"[(72, 27)]",8,"(1, 24)"
False,39,75,371,4,1,"[(70, 28)]",8,"(1, 22)"
False,39,75,372,4,1,"[(68, 29)]",8,"(1, 24)"
False,39,75,373,4,1,"[(67, 30)]",8,"(1, 26)"
False,39,75,374,4,1,"[(65, 31)]",8,"(1, 28)"
False,39,75,375,4,1,"[(63, 32)]",8,"(1, 26)"
False,39,75,376,4,1,"[(62, 33)]",8,"(1, 28)"
False,39,75,377,4,1,"[(60, 34)]",8,"(1, 30)"
False,39,75,378,4,1,"[(58, 35)]",8,"(1, 32)"
False,39,75,379,4,1,"[(57, 36)]",8,"(1, 30)"
False,39,75,380,4,1,"[(55, 37)]",8,"(1, 32)"
False,39,75,381,4,1,"[(53, 38)]",8,"(1, 32)"
False,39,75,382,4,1,"[(51, 39)]",8,"(1, 32)"
False,39,75,383,4,1,"[(50, 39)]",8,"(1, 32)"
False,39,75,384,4,1,"[(48, 38)]",8,"(1, 32)"
False,39,75,385,4,1,"[(46, 37)]",8,"(1, 32)"
False,39,75,386,4,1,"[(45, 36)]",8,"(1, 32)"
False,39,75,387,4,1,"[(43, 35)]",8,"(1, 32)"
False,39,75,388,4,1,"[(41, 34)]",8,"(1, 30)"
False,39,75,389,4,1,"[(40, 33)]",8,"(1, 32)"
False,39,75,390,4,1,"[(38, 32)]",8,"(1, 30)"
False,39,75,391,4,1,"[(36, 31)]",8,"(1, 28)"
False,39,75,392,4,1,"[(34, 30)]",8,"(1, 26)"
False,39,75,393,4,1,"[(33, 29)]",8,"(1, 28)"
False,39,75,394,4,1,"[(31, 28)]",8,"(1, 26)"
False,39,75,395,4,1,"[(29, 27)]",8,"(1, 24)"
False,39,75,396,4,1,"[(28, 26)]",8,"(1, 22)"
False,39,75,397,4,1,"[(26, 26)]",8,"(1, 24)"
False,39,75,398,4,1,"[(24, 25)]",8,"(1, 22)"
False,39,75,399,4,1,"[(23, 24)]",8,"(1, 20)"
False,39,75,400,4,1,"[(21, 23)]",8,"(1, 22)"
False,39,75,401,4,1,"[(19, 23)]",8,"(1, 20)"
False,39,75,402,4,1,"[(17, 22)]",8,"(1, 18)"
False,39,75,403,4,1,"[(16, 21)]",8,"(1, 20)"
False,39,75,404,4,1,"[(14, 21)]",8,"(1, 18)"
False,39,75,405,4,1,"[(12, 20)]",8,"(1, 16)"
False,39,75,406,4,1,"[(11, 19)]",8,"(1, 18)"
False,39,75,407,4,1,"[(9, 19)]",8,"(1, 16)"
False,39,75,408,4,1,"[(7, 18)]",8,"(1, 14)"
False,39,75,409,4,1,"[(6, 17)]",8,"(1, 16)"
False,39,75,410,4,1,"[(4, 17)]",8,"(1, 14)"
False,39,75,411,4,1,"[(2, 16)]",8,"(1, 12)"
False,39,75,412,5,2,"[(31, 10), (3, 16)]",8,"(1, 14)"
False,39,75,413,5,2,"[(32, 10), (4, 15)]",8,"(1, 14)"
False,39,75,414,5,2,"[(33, 10), (6, 15)]",8,"(1, 14)"
False,39,75,415,5,2,"[(34, 10), (8, 14)]",8,"(1, 14)"
False,39,75,416,5,2,"[(35, 10), (9, 14)]",8,"(1, 14)"
False,39,75,417,5,2,"[(36, 10), (11, 14)]",8,"(1, 14)"
False,39,75,418,5,2,"[(36, 10), (13, 13)]",8,"(1, 14)"
False,39,75,419,5,2,"[(37, 10), (14, 13)]",8,"(1, 14)"
